	belief	argument	label	gold_graph	id	linked_paths	generated_graph_linked	generated_graph_gold	retrieved_graph
1835	You need to make provisions for your child before giving birth.	When a parent voluntarily stay at home to care for kids, they are working too, so government should fund them	counter	[['stay at home', 'has context', 'working too'], ['working too', 'desires', 'government should fund'], ['government should fund', 'part of', 'provisions'], ['stay at home', 'used for', 'child']]	2715	[['parent', 'hasa', 'child'], ['child', 'createdby', 'birth']]	[['parent', '_isa', '', '_distinctfrom', '', '_createdby', 'birth']]	[['stay at home', '_capableof', 'child']]	[['child', 'isa', 'person'], ['person', 'desires', 'care']]
2149	People should pay for a lawyer if they can	Public defenders are not ideal	support	[['public defenders', 'part of', 'lawyer'], ['public defenders', 'is not a', 'ideal'], ['people', 'desires', 'legal representation'], ['legal representation', 'desires', 'pay'], ['legal representation', 'synonym of', 'lawyer']]	3029	[['public_defender', 'hascontext', 'legal'], ['legal', '_hascontext', 'barrister'], ['barrister', 'isa', 'lawyer']]	[['public defender', 'isa', 'lawyer']]	[['public defenders', '_usedfor', 'solicitor'], ['solicitor', 'isa', 'lawyer']]	[['lawyer', '_atlocation', 'court'], ['court', 'hascontext', 'us'], ['us', '_hascontext', 'private'], ['private', '_distinctfrom', 'public']]
1863	Safe space can only be abstract.	Safe space gives people the chance to get where they can stay it can be real	counter	[['safe space', 'capable of', 'physical area'], ['physical area', 'not has property', 'abstract'], ['physical area', 'has property', 'free from harm'], ['can be real', 'not part of', 'abstract']]	2743	[['people', 'hasa', 'person'], ['person', 'desires', 'safe']]	[['people', 'hasproperty', '', '_distinctfrom', 'safe']]	[['safe space', 'hascontext', 'abstract']]	[['space', '_desires', 'person'], ['person', 'desires', 'safe']]
1921	Cancelling pride parades victimizes marginalized groups.	Cancelling pride parades does not victimize marginalized groups, if the public health is at risk.	counter	[['pride parades', 'capable of', 'health at risk'], ['health at risk', 'causes', 'cancelling pride parades'], ['cancelling pride parades', 'has context', 'not victimize']]	2801	[['health', '_usedfor', 'growing_vegetables'], ['growing_vegetables', 'causes', 'pride']]	[['health', '_usedfor', 'eating healthily'], ['eating healthily', 'causes', 'pride']]	[['pride parades', '_usedfor', 'celebrating'], ['celebrating', 'hassubevent', 'not victimize']]	[['pride', '_causes', 'growing_vegetables'], ['growing_vegetables', 'usedfor', 'health']]
14	women should be allowed in combat.	Many women are in combat.	support	[['women', 'capable of', 'strength'], ['strength', 'used for', 'combat'], ['combat', 'receives action', 'allowed']]	894	[['many_women', 'hasa', 'jobs'], ['jobs', '_hasa', 'surgeons'], ['surgeons', 'isa', 'people'], ['people', 'atlocation', 'war'], ['war', '_causes', 'advancing_into_battle'], ['advancing_into_battle', 'usedfor', 'combat']]	[['many women', 'hasa', '', '_usedfor', 'fighting war'], ['fighting war', 'hasprerequisite', 'combat']]	[['women', 'receivesaction', 'allowed']]	-1
140	targeted killing should be banned.	targeted killing keeps the world safer.	counter	[['targeted killing', 'capable of', 'assassinate bad guys'], ['assassinate bad guys', 'causes', 'remove bad guys'], ['remove bad guys', 'causes', 'keeps'], ['keeps', 'has subevent', 'the world safer'], ['the world safer', 'not desires', 'banned']]	1020	[['safe', '_desires', 'person'], ['person', '_isa', 'airplane'], ['airplane', 'usedfor', 'warfare'], ['warfare', '_hascontext', 'targeted_killing']]	[['safe', '_atlocation', 'bullet'], ['bullet', 'usedfor', 'targeted killing']]	[['targeted killing', 'isa', 'killing'], ['killing', 'hasprerequisite', 'weapons'], ['weapons', 'receivesaction', 'banned']]	[['killing', 'atlocation', 'war'], ['war', '_atlocation', 'country'], ['country', 'atlocation', 'world']]
625	Freedom of speech should be supported.	Words can be painful	counter	[['freedom of speech', 'part of', 'hate speech'], ['hate speech', 'made of', 'words'], ['words', 'used for', 'bullying'], ['bullying', 'is a', 'painful'], ['painful', 'not desires', 'supported']]	1505	[['painful', '_hasproperty', 'pain'], ['pain', '_capableof', 'people'], ['people', 'hasa', 'freedom_of_speech']]	[['painful', '_hasproperty', 'freedom of speech']]	[['freedom of speech', '_usedfor', 'united states'], ['united states', 'receivesaction', 'supported']]	[['freedom', '_usedfor', 'discovering_truth'], ['discovering_truth', 'causes', 'hurt'], ['hurt', 'hasproperty', 'painful']]
1452	legalizing marijuana for recreational use is not recommended.	marijuana for recreational use do not provide any material benefit.	support	[['marijuana for recreational', 'not capable of', 'material benefit'], ['legalizing marijuana', 'desires', 'material benefit'], ['recommended', 'desires', 'material benefit']]	2332	[['material', '_isa', 'wood'], ['wood', 'hasproperty', 'edible'], ['edible', 'hascontext', 'marijuana']]	[['material', '_isa', 'marijuana']]	[['marijuana for recreational', 'isa', 'marijuana'], ['marijuana', 'usedfor', 'material benefit']]	[['legalizing', 'isa', 'legal_thing'], ['legal_thing', 'isa', 'purposeful_action'], ['purposeful_action', '_isa', 'taking'], ['taking', '_usedfor', 'drug'], ['drug', '_isa', 'marijuana']]
1240	Pride parades promote tolerance and free expression in society.	LBGTQ+ people are given a voice with pride parades.	support	[['pride parades', 'created by', 'lgbtq+ people'], ['lgbtq+ people', 'capable of', 'free expression'], ['free expression', 'created by', 'voice']]	2120	[['people', 'capableof', 'act_in_play'], ['act_in_play', '_causesdesire', 'pride']]	[['people', 'capableof', '', '_hassubevent', 'making people laugh'], ['making people laugh', 'causes', 'pride']]	[['pride parades', '_usedfor', 'telling story'], ['telling story', 'hasprerequisite', 'voice']]	[['tolerance', '_hasprerequisite', 'drinking'], ['drinking', '_causes', 'celebrating'], ['celebrating', 'hasprerequisite', 'people']]
283	Austerity will decrease economic activity.	Austerity will lower debt quicker.	counter	[['austerity', 'capable of', 'lower debt quicker'], ['austerity', 'synonym of', 'increased frugality'], ['increased frugality', 'not capable of', 'decrease economic activity']]	3530	[['debt', '_causes', 'shopping'], ['shopping', 'usedfor', 'economics'], ['economics', '_hascontext', 'austerity']]	[['debt', '_isa', 'austerity']]	[['austerity', 'isa', 'recession'], ['recession', 'capableof', 'decrease economic activity']]	[['austerity', 'hascontext', 'economics'], ['economics', '_usedfor', 'shopping'], ['shopping', 'causes', 'debt']]
89	Embryonic stem cell research should be subsidized.	Embryonic stem cell research can help find cancer cures.	support	[['research', 'used for', 'embryonic stem cell'], ['embryonic stem cell', 'capable of', 'help'], ['help', 'has context', 'find cancer cures'], ['find cancer cures', 'causes', 'medical breakthrough'], ['medical breakthrough', 'desires', 'subsidized']]	3336	[['cancer', 'hascontext', 'medicine'], ['medicine', '_hascontext', 'stem_cell']]	[['cancer', '_isa', 'stem cell']]	[['research', '_hascontext', 'subsidized']]	[['embryonic', 'hascontext', 'embryology'], ['embryology', '_field', 'marcello_malpighi'], ['marcello_malpighi', 'isa', 'scientist'], ['scientist', 'capableof', 'research']]
372	urbanization provides many opportunities for growth.	people need countryside to relax their mind.	counter	[['urbanization', 'causes', 'expansion'], ['urbanization', 'antonym of', 'countryside'], ['countryside', 'causes', 'relax their mind'], ['urbanization', 'not capable of', 'relax their mind'], ['people', 'desires', 'countryside'], ['expansion', 'not capable of', 'opportunities for growth']]	3619	[['countryside', '_atlocation', 'field'], ['field', '_atlocation', 'growth']]	[['countryside', '_atlocation', 'farmland'], ['farmland', 'usedfor', 'growing plants'], ['growing plants', 'causes', 'growth']]	[['urbanization', '_causes', 'changing society'], ['changing society', 'hasprerequisite', 'opportunities for growth']]	-1
1486	algorithmic trading gives investors with access to it an unfair advantage	gaining access to algorithmic trading technology costs the same for everybody	counter	[['algorithmic trading', 'capable of', 'open to anyone'], ['open to anyone', 'has context', 'costs the same'], ['costs the same', 'used for', 'access']]	2366	[['cost', '_distinctfrom', 'free'], ['free', '_desires', 'information'], ['information', '_hasa', 'people'], ['people', 'hasproperty', 'unfair']]	[['cost', 'distinctfrom', 'unfair']]	[['algorithmic trading', 'isa', '', '_hascontext', 'access']]	[['algorithmic', 'hascontext', 'computing'], ['computing', '_hascontext', 'job'], ['job', 'hascontext', 'trading']]
2172	school prayer forces a religion on everyone.	Having more ways to calm students is a no-brainer.	counter	[['calm', 'is a', 'no-brainer'], ['everyone', 'desires', 'calm'], ['school prayer', 'causes', 'calm'], ['students', 'part of', 'everyone']]	3052	[['students', 'desires', 'learn'], ['learn', '_usedfor', 'church'], ['church', '_atlocation', 'prayer']]	[['students', 'atlocation', 'school'], ['school', 'usedfor', 'prayer']]	[['calm', '_hasprerequisite', 'comfort friend'], ['comfort friend', 'motivatedbygoal', '', '_capableof', 'everyone']]	[['religion', '_distinctfrom', 'science'], ['science', 'atlocation', 'school'], ['school', '_atlocation', 'students']]
747	Payday loans should be allowed because people need them for their children and younger people.	Children need their needs met.	support	[['children', 'desires', 'their needs met'], ['their needs met', 'created by', 'payday loans'], ['payday loans', 'has property', 'immediate financial assistance'], ['immediate financial assistance', 'used for', 'underprivileged'], ['underprivileged', 'desires', 'income'], ['income', 'desires', 'should be allowed']]	1627	[['needs', '_usedfor', 'money'], ['money', 'causesdesire', 'buy_christmas_presents'], ['buy_christmas_presents', '_causesdesire', 'child']]	[['needs', '_motivatedbygoal', 'buy presents for others'], ['buy presents for others', 'hassubevent', '', '_capableof', 'child']]	[['children', 'capableof', 'please parents'], ['please parents', 'hasprerequisite', 'should be allowed']]	[['payday', 'causesdesire', 'spend_money'], ['spend_money', '_hassubevent', 'buying_christmas_presents'], ['buying_christmas_presents', 'usedfor', 'children']]
1278	Television allows us to stay in one place and watch the screen	Watching television allows us to view screen for a long time and too much of screen time affect our health	support	[['television', 'is a', 'sedentary past time'], ['long time', 'causes', 'poor health'], ['watch the screen', 'receives action', 'long time'], ['sedentary past time', 'has subevent', 'watch the screen']]	2158	[['watching_television', 'hasprerequisite', 'television']]	[['watching television', '_usedfor', 'television']]	[['television', '_hascontext', 'watch the screen']]	[['television', 'usedfor', 'watching']]
1272	Safe spaces should be allowed.	Many people have nowhere else to turn and need safe spaces for their mental health.	support	[['safe spaces', 'has context', 'important'], ['important', 'has context', 'should be allowed'], ['safe space', 'used for', 'mental health'], ['mental health', 'has context', 'important']]	2152	[['people', 'hasa', 'person'], ['person', 'desires', 'safe']]	[['people', 'hasproperty', '', '_distinctfrom', 'safe']]	[['safe spaces', 'hasproperty', 'important']]	[['safe', '_desires', 'person'], ['person', '_hasa', 'people']]
80	Guantanamo Bay needs to stay open.	Guantanamo Bay keeps the country safe.	support	[['guantanamo bay', 'used for', 'criminals'], ['criminals', 'capable of', 'danger'], ['danger', 'receives action', 'guantanamo'], ['guantanamo', 'is a', 'safe zone'], ['safe zone', 'capable of', 'country safe'], ['country safe', 'receives action', 'stay open']]	3327	[['safe', 'atlocation', 'closet'], ['closet', '_atlocation', 'water'], ['water', '_atlocation', 'bay']]	[['safe', '_hasproperty', 'bay']]	[['guantanamo bay', 'isa', 'place'], ['place', 'usedfor', 'stay open']]	[['stay', 'distinctfrom', 'go'], ['go', '_hasprerequisite', 'go_on_vacation'], ['go_on_vacation', '_usedfor', 'country']]
2248	The military needs to be supplied by private companies.	Military supply would be maintained independent of the use of private companies.	counter	[['military', 'capable of', 'maintained independently'], ['maintained independently', 'not desires', 'assistance'], ['maintained independently', 'not part of', 'private companies']]	3128	[['independent', '_desires', 'person'], ['person', 'isa', 'military']]	[['independent', '_distinctfrom', 'military']]	[['military', '_hascontext', 'private companies']]	[['private', 'hascontext', 'us'], ['us', 'hasa', 'military']]
1202	All governments should subsidize space exploration so that if necessary, we can defend our planet.	There could be hostile aliens, and we need to defend against them.	support	[['space', 'capable of', 'hostile aliens'], ['hostile aliens', 'capable of', 'attacking our country'], ['attacking our country', 'receives action', 'defend our planet'], ['defend our planet', 'used for', 'against them']]	2082	[['aliens', 'atlocation', 'space'], ['space', '_atlocation', 'world'], ['world', 'atlocation', 'countries'], ['countries', 'hasa', 'governments']]	[['aliens', 'isa', '', '_atlocation', 'governments']]	[['space', '_atlocation', 'against them']]	[['governments', '_usedfor', 'fighting_enemy'], ['fighting_enemy', 'hassubevent', 'kill'], ['kill', 'distinctfrom', 'legal'], ['legal', '_hascontext', 'defend']]
