	belief	argument	label	gold_graph	generated_graph	retrieved_graph
1263	Subsidies should not be allowed.	Subsidies can help pave the way for people by providing structure.	counter	[['subsidies', 'part of', 'financial assistance'], ['financial assistance', 'capable of', 'providing structure'], ['providing structure', 'used for', 'helping support'], ['helping support', 'part of', 'make success possible'], ['make success possible', 'synonym of', 'pave the way'], ['pave the way', 'receives action', 'allowed']]	[['subsidies', '_hascontext', 'allowed']]	-1
828	private military companies should be banned.	Private military companies need to stay around.	counter	[['private military companies', 'made of', 'mercenaries'], ['mercenaries', 'desires', 'stay around'], ['stay around', 'has subevent', 'unsavory war acts'], ['unsavory war acts', 'has property', 'necessary in war'], ['necessary in war', 'has context', 'death'], ['death', 'part of', 'moral grey area'], ['necessary in war', 'has subevent', 'moral grey area'], ['moral grey area', 'not desires', 'banned']]	[['private military companies', 'hasproperty', '', '_distinctfrom', 'ban']]	[['private', 'hascontext', 'us'], ['us', 'hasa', 'military']]
1825	Intellectual property should not be protected.	Intellectual property should be protected from theft even though it is intangible.	counter	[['intellectual property', 'has property', 'intangible'], ['should be encouraged', 'created by', 'protected from theft'], ['intellectual property', 'has property', 'important for development'], ['important for development', 'has property', 'should be encouraged'], ['protected from theft', 'is a', 'protected']]	[['intellectual property', 'isa', 'protected']]	[['property', 'isa', 'theft']]
745	Prisons are overcrowded with too many lifelong incarcerations because of the three-strike laws.	Overcrowded prisons are hardly due to lack imprisonment of three-time offenders.	counter	[['lack imprisonment', 'not has context', 'three-time offenders'], ['three-time offenders', 'not causes', 'overcrowded prisons'], ['three-time offenders', 'part of', 'three-strike laws'], ['overcrowded prisons', 'not causes', 'lifelong incarcerations']]	[['lack imprisonment', '_hasprerequisite', 'serving justice'], ['serving justice', 'causes', 'lifelong incarcerations']]	[['overcrowded', '_hasproperty', 'slum'], ['slum', 'hascontext', 'slang'], ['slang', '_hascontext', 'dead'], ['dead', '_causes', 'committing_murder'], ['committing_murder', 'causes', 'imprisonment']]
980	When executives are compensated well they tend to work harder to improve the company	Executive have worked hard, they should be compensated well so as to work harder for the growth of the company	support	[['executive', 'capable of', 'worked hard'], ['worked hard', 'receives action', 'compensated'], ['compensated', 'capable of', 'improve the company'], ['improve the company', 'causes', 'growth for company']]	[['executive', 'capableof', 'growth for company']]	[['company', 'desires', 'money'], ['money', '_motivatedbygoal', 'get_paid'], ['get_paid', 'motivatedbygoal', 'worked']]
1994	Women should be allowed to sell their bodies.	Bodily autonomy does not extend to selling your body for sex, as commerce has other rules.	counter	[['sell their bodies', 'not part of', 'bodily autonomy'], ['women', 'desires', 'bodily autonomy'], ['rules', 'not desires', 'sell their bodies']]	[['sell their bodies', '_capableof', 'prostitutes'], ['prostitutes', 'isa', 'sell their bodies']]	[['sell', 'distinctfrom', 'buy'], ['buy', '_capableof', 'rich'], ['rich', '_notdesires', 'person'], ['person', 'desires', 'autonomy']]
1844	Selecting gender is like playing god.	Gender selection is natural and it gives people the opportunity to have a baby with the gender they want.	counter	[['selecting gender', 'is a', 'natural'], ['natural', 'is not a', 'playing god'], ['gender selection', 'has context', 'natural'], ['gender selection', 'synonym of', 'selecting gender']]	[['selecting gender', '_isa', 'selecting gender']]	[['gender', 'hasproperty', 'male_or_female'], ['male_or_female', '_hasproperty', 'people'], ['people', 'capableof', 'baby']]
23	Entrapment is helpful.	Entrapment catches criminals as well as innocents so it is unknown how effective it is.	counter	[['entrapment', 'capable of', 'catches criminals'], ['entrapment', 'capable of', 'catches innocents'], ['entrapment', 'is a', 'unknown how effective'], ['unknown how effective', 'is not a', 'helpful']]	[['entrapment', 'hascontext', 'internet'], ['internet', 'hasproperty', 'helpful']]	[['entrapment', 'hascontext', 'legal'], ['legal', '_hascontext', 'convict'], ['convict', 'atlocation', 'jail'], ['jail', '_atlocation', 'criminals']]
142	Targeted killings should not be allowed, as it is basically an assassination done by the government.	No person should decide who lives or dies, especially a government that contains people who many people did not vote for.	support	[['targeted killings', 'is a', 'immoral'], ['immoral', 'created by', 'government'], ['government', 'capable of', 'assassination'], ['assassination', 'used for', 'person'], ['person', 'has property', 'criminal']]	[['targeted killings', '_usedfor', 'killing'], ['killing', 'hasprerequisite', 'criminal']]	-1
1103	News serve as a major needs of the public	everyone should have access to news so they can know what is happening around them	support	[['news', 'capable of', 'information'], ['information', 'used for', 'public'], ['public', 'made of', 'everyone']]	[['news', '_isa', '', '_hasa', 'everyone']]	[['news', 'atlocation', 'newspaper'], ['newspaper', '_atlocation', 'ad'], ['ad', 'hascontext', 'slang'], ['slang', '_hascontext', 'happening']]
117	Guantanamo bay is bad.	Guantanamo bay is a serving the purpose of treating prisoners badly.	support	[['guantanamo bay', 'has property', 'illegal'], ['illegal', 'created by', 'treating prisoners badly'], ['treating prisoners badly', 'is a', 'bad']]	[['guantanamo bay', 'isa', 'prison'], ['prison', 'hasproperty', 'bad']]	[['bay', 'atlocation', 'lake'], ['lake', 'atlocation', 'countryside'], ['countryside', '_atlocation', 'prison'], ['prison', '_atlocation', 'prisoners']]
197	People should not be taxed excessively.	Lowering taxes increases the amount of money in people's pockets.	support	[['people', 'desires', 'money'], ['money', 'created by', 'low tax'], ['low tax', 'is not a', 'taxed excessively'], ['low tax', 'part of', 'lowering taxes']]	[['people', 'capableof', 'lower taxes']]	[['people', 'hasa', 'person'], ['person', 'notdesires', 'taxes']]
1739	If we limit freedom of speech, dangerous things could happen in the future.	Each freedom needs individual evaluation	counter	[['each freedom', 'desires', 'individual evaluation'], ['freedom of speech', 'part of', 'each freedom'], ['individual evaluation', 'not has context', 'dangerous']]	[['each freedom', 'hasproperty', 'dangerous']]	[['dangerous', '_hasproperty', 'war'], ['war', '_atlocation', 'killing'], ['killing', 'causes', 'freedom']]
119	Austerity ruins businesses.	By over taxing businesses through austerity, the economy will suffer.	support	[['austerity', 'capable of', 'over taxing businesses'], ['over taxing businesses', 'causes', 'economy will suffer'], ['economy will suffer', 'capable of', 'hurt businesses'], ['hurt businesses', 'synonym of', 'ruins businesses']]	[['austerity', 'hascontext', 'finance'], ['finance', 'capableof', 'rins businesses']]	[['austerity', 'hascontext', 'economics'], ['economics', '_isa', 'state'], ['state', '_atlocation', 'city'], ['city', 'usedfor', 'businesses']]
879	executives deserve their compensation.	executives help the company.	support	[['executives', 'capable of', 'benefits'], ['benefits', 'created by', 'help'], ['help', 'desires', 'compensation'], ['compensation', 'created by', 'company']]	[['executives', '_usedfor', 'shareholder'], ['shareholder', 'atlocation', 'company']]	-1
117	targeted killing should not exist.	Targeted killing is not popular for some.	support	[['targeted killing', 'used for', 'killing suspects'], ['killing suspects', 'is a', 'subjective killing'], ['subjective killing', 'is a', 'not popular'], ['not popular', 'capable of', 'dangerous'], ['dangerous', 'desires', 'not exist']]	[['targeted killing', 'isa', 'killing'], ['killing', 'hasprerequisite', 'not exist']]	[['killing', 'causes', 'arrest'], ['arrest', 'hascontext', 'legal'], ['legal', '_hascontext', 'popular']]
2095	Freedom of religion is paramount.	Not all religions are worth it.	counter	[['freedom of religion', 'is not a', 'worth it'], ['religions', 'part of', 'freedom of religion'], ['worth it', 'is not a', 'paramount']]	[['freedom of religion', '_desires', '', '_isa', '', '_hascontext', 'paramount']]	[['freedom', '_causes', 'killing'], ['killing', 'causes', 'funeral'], ['funeral', '_atlocation', 'ministers'], ['ministers', '_hasa', 'religions']]
631	Prayer in school is a violation of the students' first amendment rights, because it forces religion on them.	Some children aren't religious.	support	"[['prayer in school', 'is a', 'violation of right'], ['violation of right', 'used for', 'children'], ['children', 'part of', ""students'""], [""students'"", 'not has property', 'religious']]"	[['prayer in school', '_usedfor', 'minister'], ['minister', 'atlocation', 'church'], ['church', 'hasproperty', 'religious']]	[['religion', '_hassubevent', 'pretend'], ['pretend', '_desires', 'children']]
334	The blockade of the Gaza Strip should continue.	The blockade is a good way to make people in the Gaza Strip militarized.	support	[['blockade', 'has property', 'advantages'], ['advantages', 'used for', 'people'], ['people', 'at location', 'gaza strip'], ['gaza strip', 'receives action', 'militarized']]	[['blockade', '_atlocation', 'marmot'], ['marmot', 'isa', 'marmot'], ['marmot', 'notdesires', 'militarized']]	[['blockade', 'hascontext', 'chess'], ['chess', 'isa', 'state'], ['state', '_isa', 'district'], ['district', 'hascontext', 'mostly_local_usage'], ['mostly_local_usage', '_hascontext', 'strip']]
1788	Freedom to practice any and all religions is a right.	Some mainstream religions have harmful social views, and sects can be banned as cults because of their manipulations.	counter	[['religions', 'capable of', 'harmful social views'], ['harmful social views', 'desires', 'banned'], ['harmful social views', 'not has context', 'right']]	[['religions', '_hascontext', 'right']]	[['freedom', '_causes', 'killing'], ['killing', 'causes', 'funeral'], ['funeral', '_atlocation', 'ministers'], ['ministers', '_hasa', 'religions']]
2252	There are more demand for journalism.	there is excess of demand for journalism so  subsidizing it has no need.	support	[['journalism', 'has context', 'need'], ['need', 'not desires', 'subsidizing'], ['need', 'has context', 'demand']]	[['journalism', '_hascontext', 'demand']]	[['demand', 'hascontext', 'economics'], ['economics', '_hascontext', 'reporting'], ['reporting', 'hascontext', 'journalism']]
1786	Children should not be punished for fighting in self defense.	Children must be disciplined if they are caught fighting.	counter	[['children', 'capable of', 'dispute'], ['dispute', 'causes', 'fighting'], ['fighting', 'has property', 'attack'], ['fighting', 'has property', 'self-defence'], ['attack', 'capable of', 'do harm'], ['self-defence', 'capable of', 'do harm'], ['do harm', 'has context', 'be punished']]	[['children', 'capableof', 'be punished']]	[['fighting', '_isa', 'wrestling'], ['wrestling', 'usedfor', 'children']]
